review_id,feature,opinion,sentiment,token,engagement
1738,0,people,many,wAuJ5cJsGgA,2,HERBALIFE is a good meal not a medicine I m use the product amazing results is my I m a HERBALIFE Associates and many people change life Those who are use HERBALIFE pls only buy a HERBALIFE INTERNATIONAL INDIA PVT LTD.NOT A ONLINE .THIS TIME MANY ONLINE MARKETING IS TO SELL THE PRODUCT BUT HERBALIFE IS NOT A PERMISSION TO SELL THE PRODUCT IN INDIA
1738,0,life,good,wAuJ5cJsGgA,2,HERBALIFE is a good meal not a medicine I m use the product amazing results is my I m a HERBALIFE Associates and many people change life Those who are use HERBALIFE pls only buy a HERBALIFE INTERNATIONAL INDIA PVT LTD.NOT A ONLINE .THIS TIME MANY ONLINE MARKETING IS TO SELL THE PRODUCT BUT HERBALIFE IS NOT A PERMISSION TO SELL THE PRODUCT IN INDIA
1739,0,product,energetic,wAuJ5cJsGgA,-1,HERBALIFE is the GOOD NUTRITION People have a shake and loss our weight or energetic product this time I m not eat a good meal but this HERBALIFE product is a full fil requirements of our body is completely so HAVE YOU HAD YOUR SHAKE TODAY YES I HAD
1739,0,product,full,wAuJ5cJsGgA,-1,HERBALIFE is the GOOD NUTRITION People have a shake and loss our weight or energetic product this time I m not eat a good meal but this HERBALIFE product is a full fil requirements of our body is completely so HAVE YOU HAD YOUR SHAKE TODAY YES I HAD
1739,0,meal,not good,wAuJ5cJsGgA,-1,HERBALIFE is the GOOD NUTRITION People have a shake and loss our weight or energetic product this time I m not eat a good meal but this HERBALIFE product is a full fil requirements of our body is completely so HAVE YOU HAD YOUR SHAKE TODAY YES I HAD
1739,0,product,energetic,wAuJ5cJsGgA,-1,HERBALIFE is the GOOD NUTRITION People have a shake and loss our weight or energetic product this time I m not eat a good meal but this HERBALIFE product is a full fil requirements of our body is completely so HAVE YOU HAD YOUR SHAKE TODAY YES I HAD
1739,0,product,full,wAuJ5cJsGgA,-1,HERBALIFE is the GOOD NUTRITION People have a shake and loss our weight or energetic product this time I m not eat a good meal but this HERBALIFE product is a full fil requirements of our body is completely so HAVE YOU HAD YOUR SHAKE TODAY YES I HAD
1743,2,food,simple,wAuJ5cJsGgA,2,it's a simple food and people get amazing results.
1743,2,results,amazing,wAuJ5cJsGgA,2,it's a simple food and people get amazing results.
1746,0,product,great,wAuJ5cJsGgA,2,"Herbalife is a great product, u could tell video is chopped y didnt they start the video convos from the beginning or let the ppl finish talking ?"
1746,0,products,great,wAuJ5cJsGgA,1,its a fake accusation just so that ppl wont try the products but trust me its a great product I've been using herbalife for almost 9 months ive lost 30lbs n my bp is bak to normal n my doctor is amazed so ya it might not be a cure for cancer but it deff helps ur life n life style #love #Herbalife
1746,0,product,great,wAuJ5cJsGgA,1,its a fake accusation just so that ppl wont try the products but trust me its a great product I've been using herbalife for almost 9 months ive lost 30lbs n my bp is bak to normal n my doctor is amazed so ya it might not be a cure for cancer but it deff helps ur life n life style #love #Herbalife
1748,3,products,not Herbalife,wAuJ5cJsGgA,0,I don't use or distribute Herbalife products.
1748,3,others,MANY,wAuJ5cJsGgA,1,"Companies like Herbalife and Youngevity and MANY others are helping people understand that if you give your body the vitamins, minerals, amino acids and the essential fatty acids it needs to THRIVE not just survive, you will be healthier, stronger and all the systems of your body will function better."
1748,3,office,needs,wAuJ5cJsGgA,0,"The human body was designed with the ablity to heal istelf - as long as you 1) don't poison it, and, 2) give it the nuetients it needs to function optimally."
1748,3,value,nutricianal,wAuJ5cJsGgA,-2,"We, Americans, are killing ourselves out of ignorace about what and how to eat, what food has nutricianal value and which ""FOODS"" don't and our children are suffering BIG TIME because of it."
1748,3,product,becuase,wAuJ5cJsGgA,2,"Likewise just becuase product is distributed by a company like Youngevity, or Herbalife instead of Walmart or Amazon, doesn't mean it's not good - it doesn't mean that it is either."
1748,3,kinds,suspect,wAuJ5cJsGgA,0,I will say though that the cultures of some of those MLM companies makes their motivation for selling these kinds of products suspect.
1750,1,purchase,get,wAuJ5cJsGgA,1,not all distributors act crazy and lie to get people to buy the products!!
1763,0,life,responcible,oNM3MB04qFk,-2,"Trying to sell health products .. Yeah, nice way to start >.> It's sad they made these mistakes, but i don't see how Herbal life is responcible when you're distributor."
1763,0,amount,certain,oNM3MB04qFk,0,Without even selling a certain amount.
1769,0,people,Successful,oNM3MB04qFk,2,Successful people take responsibility.
1769,0,people,able,oNM3MB04qFk,2,Is it sales and you have to be able to passionate people on the product and change lives?
1769,0,work,hard,oNM3MB04qFk,2,But every successful business requires strategy and hard work.
1771,0,purchase,brainwash,oNM3MB04qFk,-2,"As much as i fucking hate herbalife and all these healthy nutrients schemes (I live off fruits, vegetable and meats.. bodyweight workout.. the old skool way), people have to realize that in order to be successful in this business you have to be as CHARISMATIC as dodgy car salesman and FIT AS FUCK LIKE ZYZZ to brainwash people to buy this shit from you."
1774,2,work,hard,oNM3MB04qFk,1,"Is like every Job, work hard and Good Dicipline."
1774,2,work,Good,oNM3MB04qFk,1,"Is like every Job, work hard and Good Dicipline."
1782,1,feel,used,F6FVLAbH9sc,1,Glad you're still here there are many days I used to feel like that I'm about to start Herbalife found out Iam pre diabetic so trust me I understand my cousin died of diabetes but Iam not gonna quit .
1783,1,love,inspirational,F6FVLAbH9sc,2,Your inspirational tho love your story <3
1789,1,mass,inde,A5n2URvQ7rE,0,Yes it's meal replacement but your calorie intake depends on your BmI (body mass inde on your age your height and weight.
1789,1,milk,unsweetened,A5n2URvQ7rE,1,So for example I can eat 1200 cal a day in order to stay fuller longer you'll need to add things like banana or unsweetened almond milk always taking the carbs and calories into consideration.
1789,1,milk,almond,A5n2URvQ7rE,1,So for example I can eat 1200 cal a day in order to stay fuller longer you'll need to add things like banana or unsweetened almond milk always taking the carbs and calories into consideration.
1794,0,size,0,A5n2URvQ7rE,0,what size are you 0. you work out to.
1822,2,taste,good,R9RYDWK1Frw,1,"Surprisingly good taste, to be honest."
1822,2,reviews,honest,R9RYDWK1Frw,0,A lot of that I credit to honest reviews displayed over the internet.
1824,1,sized,normal,GT87vQ1RVW8,-1,How long does the normal sized shake last?
1827,0,types,inclusive,rvkhpdKq-vk,0,"We must be inclusive of all body types and people because honestly, you really didnt look ""fat"" before."
1827,0,weight,loose,rvkhpdKq-vk,2,"If they choose to be healthy and loose weight, that awesome, but they are certainly not disgusting for being what society deems as overweight."
1827,0,weight,healthy,rvkhpdKq-vk,2,"If they choose to be healthy and loose weight, that awesome, but they are certainly not disgusting for being what society deems as overweight."
1827,0,weight,loose,rvkhpdKq-vk,1,"I love everything else and dont mean to criticize, but as a plus size woman, just recently joining the quest to loose weight in a healthy, plant based way, I feel it is important that women accept and love themselves no matter what."
1827,0,weight,healthy,rvkhpdKq-vk,1,"I love everything else and dont mean to criticize, but as a plus size woman, just recently joining the quest to loose weight in a healthy, plant based way, I feel it is important that women accept and love themselves no matter what."
1827,0,feel,energetic,rvkhpdKq-vk,0,I merely want to extend my health and longevity as much as possible and feel more energetic during my life.
1828,0,content,great,rvkhpdKq-vk,2,Keep the great content coming!
1829,0,weight,right,rvkhpdKq-vk,-1,"It's the first time I've made an attempt to lose the weight the right way instead of Nutra Systems, Dr Bernstein or some other fad diet."
1829,0,diet,other,rvkhpdKq-vk,-1,"It's the first time I've made an attempt to lose the weight the right way instead of Nutra Systems, Dr Bernstein or some other fad diet."
1829,0,loss,Biggest,rvkhpdKq-vk,-2,Biggest loss was my last one on Dr Bernstein 80 pounds 4 months.
1829,0,loss,last,rvkhpdKq-vk,-2,Biggest loss was my last one on Dr Bernstein 80 pounds 4 months.
1829,0,food,normal,rvkhpdKq-vk,-1,Problem is I gained it all back and then some as soon as I started eating normal food.
1829,0,thing,simplest,rvkhpdKq-vk,0,When I decided to lose weight this time all I did was the simplest thing quit pop and junk food!!
1829,0,size,next,rvkhpdKq-vk,1,At supper rather than fill up a dinner plate I used the next size of plate down!!
1829,0,thing,whole,rvkhpdKq-vk,1,It was like someone had put the whole thing of salt in that burger.
1829,0,loss,significant,rvkhpdKq-vk,0,Congratulations on your significant weight loss you should be very proud of yourself!
1834,0,work,good,rvkhpdKq-vk,1,Keep up the good work spreading the good news.
1835,0,diet,good,rvkhpdKq-vk,-1,A good fast weight loss diet can keep your health and even make the body burn a lot of fat quickly.
1835,0,diet,fast,rvkhpdKq-vk,-1,A good fast weight loss diet can keep your health and even make the body burn a lot of fat quickly.
1841,0,results,positive,rvkhpdKq-vk,1,"Hello, I love talking about weight loss'm fast with very positive results with my diet."
1843,2,feel,impossible,rvkhpdKq-vk,-2,Recently started documenting my own weight loss journey on youtube and sometimes it feels impossible to change or you have no idea where to start.
1844,0,work,good,rvkhpdKq-vk,1,Keep up the good work
1850,0,luck,Good,rObbHq-VHqw,2,"Good luck with your future reviews, I will try to find and watch."
1850,0,reviews,future,rObbHq-VHqw,2,"Good luck with your future reviews, I will try to find and watch."
1850,0,reviews,Good,rObbHq-VHqw,2,"Good luck with your future reviews, I will try to find and watch."
1858,0,review,new,rObbHq-VHqw,0,"hey could you make a new video review of how the shake has worked for you, I'm interested in trying it but I just wanna see if there is results."
1865,0,work,great,u8nH4QmYBdE,2,Keep up the great work.
1866,0,review,great,yF10lXbflPk,2,"This is a great review, and I can't wait to try 310 Nutrition."
1866,0,trier,wait,yF10lXbflPk,2,"This is a great review, and I can't wait to try 310 Nutrition."
1867,1,breakfast,small,yF10lXbflPk,1,I had a very small breakfast then had the tea at about 9am had energy didn't feel hungry all day and it's 6pm wow I'm just having dinner not much of it either because I'm not hungry or tired.
1867,1,breakfast,9am,yF10lXbflPk,1,I had a very small breakfast then had the tea at about 9am had energy didn't feel hungry all day and it's 6pm wow I'm just having dinner not much of it either because I'm not hungry or tired.
1867,1,feel,not hungry,yF10lXbflPk,1,I had a very small breakfast then had the tea at about 9am had energy didn't feel hungry all day and it's 6pm wow I'm just having dinner not much of it either because I'm not hungry or tired.
1867,1,feel,tired,yF10lXbflPk,1,I had a very small breakfast then had the tea at about 9am had energy didn't feel hungry all day and it's 6pm wow I'm just having dinner not much of it either because I'm not hungry or tired.
