"","index","asin","feature","helpful","opinion","overall","sentiment","token","unixReviewTime","feature_LEMMA","opinion_LEMMA","feature_STEM","opinion_STEM","cluster_number_set","cluster_number_feature","cluster_number_opinion"
"3558",1001,"B000GIQT06","powders","[1, 1]","most",5,0,"If you look at most other protein powders on the market the ingredients list is long and full of artificial flavors and sweeteners.",1392163200,"powder","most","powder","most","0","1","1"
"3559",1001,"B000GIQT06","powders","[1, 1]","other",5,0,"If you look at most other protein powders on the market the ingredients list is long and full of artificial flavors and sweeteners.",1392163200,"powder","other","powder","other","1","1","1"
"3560",1001,"B000GIQT06","flavors","[1, 1]","long",5,0,"If you look at most other protein powders on the market the ingredients list is long and full of artificial flavors and sweeteners.",1392163200,"flavor","long","flavor","long","0","1","0"
"3561",1001,"B000GIQT06","flavors","[1, 1]","full",5,0,"If you look at most other protein powders on the market the ingredients list is long and full of artificial flavors and sweeteners.",1392163200,"flavor","full","flavor","full","0","1","0"
"3562",1001,"B000GIQT06","flavor","[1, 1]","bland",5,1,"The flavor is bland, but I add a little stevia, and ultimately the trade-off is well worth it.",1392163200,"flavor","bland","flavor","bland","0","1","0"
"3563",1001,"B000GIQT06","lots","[1, 1]","bad",5,-1,"I don't feel so bad drinking lots of it.",1392163200,"lot","bad","lot","bad","0","0","2"
"3564",1002,"B000GIQT06","drink","[0, 0]","powdered",4,1,"This is what makes this an excellent product.Flavor-wise, it tastes (chocolate) exactly like every other powdered protein drink.",1382918400,"drink","powdered","drink","powder","0","1","0"
"3565",1002,"B000GIQT06","flavor","[0, 0]","light",4,0,"Little to no texture and very light chocolate flavor.",1382918400,"flavor","light","flavor","light","0","1","0"
"3566",1002,"B000GIQT06","water","[0, 0]","mixed",4,1,"If mixed with water, it tastes like... well... watery chocolate.I did not want to use milk, but with this you must add something.",1382918400,"water","mixed","water","mix","1","1","1"
"3567",1002,"B000GIQT06","milk","[0, 0]","Powdered",4,1,"Powdered milk and psyllium with extra powder makes it acceptable.Good specs, so-so taste and texture.",1382918400,"milk","powdered","milk","powder","0","1","0"
"3568",1002,"B000GIQT06","powder","[0, 0]","extra",4,1,"Powdered milk and psyllium with extra powder makes it acceptable.Good specs, so-so taste and texture.",1382918400,"powder","extra","powder","extra","0","1","1"
"3569",1002,"B000GIQT06","powder","[0, 0]","Powdered",4,1,"Powdered milk and psyllium with extra powder makes it acceptable.Good specs, so-so taste and texture.",1382918400,"powder","powdered","powder","powder","0","1","0"
"3570",1002,"B000GIQT06","taste","[0, 0]","so-so",4,1,"Powdered milk and psyllium with extra powder makes it acceptable.Good specs, so-so taste and texture.",1382918400,"taste","so-so","tast","so-so","0","1","0"
"3571",1003,"B000GIQT06","products","[0, 0]","other",4,2,"I love the fact that it's all natural and doesn't have all the chemicals that other products have and I would have given this five stars except for the taste.",1403136000,"product","other","product","other","1","1","1"
"3572",1003,"B000GIQT06","products","[0, 0]","natural",4,1,"I understand that all natural products don't usually taste as good and I expected that but my issue is that it doesn't really taste like vanilla.",1403136000,"product","natural","product","natur","1","1","1"
"3573",1003,"B000GIQT06","taste","[0, 0]","odd",4,2,"It's kind of an odd taste, not sure how to define it.My hope is that they improve the flavor down the road but I applaud the company for making it all natural.",1403136000,"taste","odd","tast","odd","0","1","0"
"3574",1004,"B000GIQT06","fruit","[0, 0]","much",4,1,"This protein mixes well with pretty much any fruit, it doesn't taste clumpy ging down if you use a shaker cup.",1362268800,"fruit","much","fruit","much","0","1","0"
"3575",1004,"B000GIQT06","taste","[0, 0]","weird",4,0,"I like Natural Pro complex taste just because it won't leave that weird after taste.",1362268800,"taste","weird","tast","weird","0","1","0"
"3576",1005,"B000GIQT06","proteins","[0, 0]","like",5,1,"I've been using this product for a while and like it more than other whey proteins.",1330300800,"protein","like","protein","like","0","1","0"
"3577",1005,"B000GIQT06","flavor","[0, 0]","better",5,0,"The flavor is better than most and I've tried my fair share of other products.",1330300800,"flavor","good","flavor","better","1","1","1"
"3578",1005,"B000GIQT06","products","[0, 0]","fair",5,0,"The flavor is better than most and I've tried my fair share of other products.",1330300800,"product","fair","product","fair","0","1","0"
"3579",1005,"B000GIQT06","products","[0, 0]","other",5,0,"The flavor is better than most and I've tried my fair share of other products.",1330300800,"product","other","product","other","1","1","1"
"3580",1006,"B000GIQT06","product","[0, 2]","great",3,2,"the product is great, the price is too high.",1379635200,"product","great","product","great","1","1","1"
"3581",1006,"B000GIQT06","price","[0, 2]","high",3,2,"the product is great, the price is too high.",1379635200,"price","high","price","high","1","1","1"
"3582",1007,"B000GIQT06","powders","[0, 0]","other",5,2,"Personally, I've not found any protein powders to taste good if simply mixed with water but these taste fine mixed with milk in my opinion, and I usually include it (vanilla or strawberry) in smoothies.I've been happy with this product thus far, and feel comfortable with ON Gold Standard Whey over other Whey protein powders or drinks.",1360800000,"powder","other","powder","other","1","1","1"
"3583",1007,"B000GIQT06","taste","[0, 0]","good",5,2,"Personally, I've not found any protein powders to taste good if simply mixed with water but these taste fine mixed with milk in my opinion, and I usually include it (vanilla or strawberry) in smoothies.I've been happy with this product thus far, and feel comfortable with ON Gold Standard Whey over other Whey protein powders or drinks.",1360800000,"taste","good","tast","good","1","1","1"
"3584",1007,"B000GIQT06","milk","[0, 0]","mixed",5,2,"Personally, I've not found any protein powders to taste good if simply mixed with water but these taste fine mixed with milk in my opinion, and I usually include it (vanilla or strawberry) in smoothies.I've been happy with this product thus far, and feel comfortable with ON Gold Standard Whey over other Whey protein powders or drinks.",1360800000,"milk","mixed","milk","mix","1","1","1"
"3585",1007,"B000GIQT06","product","[0, 0]","happy",5,2,"Personally, I've not found any protein powders to taste good if simply mixed with water but these taste fine mixed with milk in my opinion, and I usually include it (vanilla or strawberry) in smoothies.I've been happy with this product thus far, and feel comfortable with ON Gold Standard Whey over other Whey protein powders or drinks.",1360800000,"product","happy","product","happi","1","1","1"
"3586",1007,"B000GIQT06","feel","[0, 0]","comfortable",5,2,"Personally, I've not found any protein powders to taste good if simply mixed with water but these taste fine mixed with milk in my opinion, and I usually include it (vanilla or strawberry) in smoothies.I've been happy with this product thus far, and feel comfortable with ON Gold Standard Whey over other Whey protein powders or drinks.",1360800000,"feel","comfortable","feel","comfort","0","1","0"
"3587",1007,"B000GIQT06","Whey","[0, 0]","comfortable",5,2,"Personally, I've not found any protein powders to taste good if simply mixed with water but these taste fine mixed with milk in my opinion, and I usually include it (vanilla or strawberry) in smoothies.I've been happy with this product thus far, and feel comfortable with ON Gold Standard Whey over other Whey protein powders or drinks.",1360800000,"whey","comfortable","Whey","comfort","0","0","0"
"3588",1007,"B000GIQT06","powders","[0, 0]","certain",5,-1,"There have been problems with certain protein powders and drinks containing dangerous levels of heavy metals, however Optimum Nutrition products which have been tested all fell below proposed limits when tested with an assumption of 3 servings a day.",1360800000,"powder","certain","powder","certain","0","1","0"
"3589",1008,"B000GIQT06","powder","[1, 1]","best",5,1,"The best protein powder, bar none.",1305417600,"powder","best","powder","best","1","1","1"
"3590",1008,"B000GIQT06","product","[1, 1]","excellent",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","excellent","product","excel","1","1","1"
"3591",1008,"B000GIQT06","product","[1, 1]","due",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","due","product","due","0","1","0"
"3592",1008,"B000GIQT06","product","[1, 1]","other",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","other","product","other","1","1","1"
"3593",1008,"B000GIQT06","product","[1, 1]","many",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","many","product","mani","1","1","1"
"3594",1008,"B000GIQT06","products","[1, 1]","due",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","due","product","due","0","1","0"
"3595",1008,"B000GIQT06","products","[1, 1]","excellent",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","excellent","product","excel","1","1","1"
"3596",1008,"B000GIQT06","products","[1, 1]","many",5,1,"I've been using ON for years now.I'm not sure why I didn't write a review before for such an excellent product, but here it goes.I've tried many other whey products and they either didn't satisfy because of taste, completeness in it's protein profile, solubility in water, or due to contamination concerns.This product passes all of the above.",1305417600,"product","many","product","mani","1","1","1"
